uf,codigo_municipio,municipio,CÓDIGO DO MUNICÍPIO - IBGE,populacao,estabelecimentos_food_service,food_service_por_100mil,estabelecimentos_recentes,taxa_recencia,porte_dominante,porte_maior,taxa_porte_maior,Microempresa,Empresa de Pequeno Porte,Demais,Não informado,Não encontrado,segmento_dominante,total_segmentos,Alimentação preparada,Cantinas,Catering empresarial,Eventos e buffet,Lanchonetes,Outros Food Service,Padarias e confeitaria,Restaurantes
SP,6877,PIRAJU,3538808.0,30324.0,322,1061.8651892890118,131,40.683229813664596,Microempresa,8,2.484472049689441,314,3,5,0,0,Outros Food Service,322,41,0,9,6,53,157,14,42
BA,3613,ITAMARAJU,2915601.0,61947.0,322,519.7991831727122,141,43.7888198757764,Microempresa,7,2.1739130434782608,315,7,0,0,0,Lanchonetes,322,34,0,5,12,106,71,27,67
RJ,6005,PATY DO ALFERES,3303856.0,31382.0,322,1026.0658976483335,139,43.16770186335403,Microempresa,10,3.1055900621118013,312,10,0,0,0,Lanchonetes,322,68,3,7,8,96,58,36,46
SP,6787,ORLANDIA,3534302.0,39099.0,321,820.9928642676284,103,32.087227414330215,Microempresa,10,3.115264797507788,311,5,5,0,0,Lanchonetes,321,69,0,12,5,90,65,29,51
AL,2833,PENEDO,2706703.0,60183.0,321,533.3732117043019,121,37.69470404984423,Microempresa,2,0.6230529595015576,319,2,0,0,0,Lanchonetes,321,33,0,9,3,110,64,23,79
ES,5615,BAIXO GUANDU,3200805.0,32930.0,321,974.7950197388399,136,42.36760124610592,Microempresa,12,3.7383177570093453,309,12,0,0,0,Lanchonetes,321,66,0,1,11,86,71,38,48
SP,7007,SALTO DE PIRAPORA,3545308.0,45373.0,319,703.0612919577723,169,52.97805642633229,Microempresa,4,1.2539184952978055,315,1,3,0,0,Lanchonetes,319,70,2,11,12,93,53,31,47
PA,529,SANTA ISABEL DO PARA,1506500.0,80039.0,319,398.5557040942541,163,51.09717868338558,Microempresa,23,7.210031347962382,296,21,2,0,0,Restaurantes,319,36,2,14,6,64,61,22,114
PR,7709,MORRETES,4116208.0,19248.0,317,1646.9243557772236,115,36.27760252365931,Microempresa,9,2.8391167192429023,308,6,3,0,0,Lanchonetes,317,25,1,5,7,146,41,12,80
MS,9021,AQUIDAUANA,5001102.0,48810.0,317,649.4570784675271,149,47.003154574132495,Microempresa,8,2.5236593059936907,309,8,0,0,0,Lanchonetes,317,41,1,16,8,103,54,28,66
MG,4145,BOCAIUVA,3107307.0,49919.0,317,635.0287465694425,152,47.94952681388013,Microempresa,6,1.8927444794952681,311,6,0,0,0,Lanchonetes,317,40,1,8,13,98,62,30,65
RN,1741,MACAIBA,2407104.0,87634.0,317,361.73174795170826,157,49.52681388012618,Microempresa,14,4.416403785488959,303,5,9,0,0,Alimentação preparada,317,69,9,14,10,63,60,28,64
ES,5627,CASTELO,3201407.0,39747.0,317,797.5444687649382,107,33.753943217665615,Microempresa,12,3.7854889589905363,305,11,1,0,0,Lanchonetes,317,47,0,0,6,111,57,47,49
MG,4687,ITURAMA,3134400.0,40493.0,316,780.3817943842146,150,47.46835443037975,Microempresa,6,1.89873417721519,310,4,2,0,0,Lanchonetes,316,32,3,4,8,138,39,24,68
MG,4821,MATOZINHOS,3141108.0,39753.0,314,789.8774935225015,156,49.681528662420384,Microempresa,23,7.32484076433121,291,17,6,0,0,Lanchonetes,314,75,2,9,13,76,57,36,46
AM,269,PARINTINS,1303403.0,101754.0,314,308.58737740039703,168,53.503184713375795,Microempresa,32,10.191082802547772,282,29,3,0,0,Restaurantes,314,37,1,12,9,72,53,17,113
PR,7629,JACAREZINHO,4111803.0,41571.0,313,752.9287243511102,142,45.367412140575084,Microempresa,8,2.5559105431309903,305,5,3,0,0,Lanchonetes,313,63,6,7,7,104,52,24,50
RJ,5879,PIRAI,3304003.0,29072.0,313,1076.6373142542652,130,41.533546325878596,Microempresa,20,6.3897763578274756,293,12,8,0,0,Lanchonetes,313,50,1,18,3,90,56,26,69
SP,6555,ITAPOLIS,3522703.0,40429.0,313,774.1967399638874,121,38.65814696485623,Microempresa,13,4.15335463258786,300,7,6,0,0,Lanchonetes,313,59,1,4,6,111,62,26,44
ES,5603,ALEGRE,3200201.0,30693.0,313,1019.7764962695077,131,41.853035143769965,Microempresa,10,3.1948881789137378,303,8,2,0,0,Lanchonetes,313,48,1,3,7,133,64,21,36
SP,6301,CANDIDO MOTA,3510005.0,30144.0,312,1035.031847133758,133,42.628205128205124,Microempresa,1,0.3205128205128205,311,1,0,0,0,Lanchonetes,312,75,1,2,9,115,58,24,28
RS,5757,NOVA SANTA RITA,4313375.0,30190.0,310,1026.830076184167,176,56.774193548387096,Microempresa,27,8.709677419354838,283,11,16,0,0,Outros Food Service,310,59,0,24,3,67,75,32,50
GO,9403,ITABERAI,5210406.0,48247.0,308,638.3816610359194,136,44.15584415584416,Microempresa,9,2.922077922077922,299,5,4,0,0,Lanchonetes,308,25,0,9,11,98,48,43,74
AL,2825,PALMEIRA DOS INDIOS,2706307.0,73631.0,307,416.9439502383507,131,42.671009771986974,Microempresa,4,1.3029315960912053,303,1,3,0,0,Lanchonetes,307,30,0,6,10,118,49,26,68
MT,9193,CANARANA,5102702.0,28985.0,306,1055.7184750733138,150,49.01960784313725,Microempresa,12,3.9215686274509802,294,8,4,0,0,Lanchonetes,306,55,11,8,5,84,52,13,78
SP,6583,ITUVERAVA,3524105.0,38379.0,306,797.3110294692409,127,41.50326797385621,Microempresa,4,1.3071895424836601,302,0,4,0,0,Lanchonetes,306,57,1,5,6,86,54,32,65
PE,2477,LIMOEIRO,2608909.0,59194.0,306,516.9442848937392,102,33.33333333333333,Microempresa,1,0.32679738562091504,305,1,0,0,0,Outros Food Service,306,35,0,2,7,66,115,37,44
SE,3111,BARRA DOS COQUEIROS,2800605.0,45916.0,305,664.2564683334786,170,55.73770491803278,Microempresa,11,3.606557377049181,294,8,3,0,0,Restaurantes,305,40,0,16,11,62,41,30,105
CE,1529,QUIXERAMOBIM,2311405.0,87030.0,305,350.453866482822,158,51.80327868852459,Microempresa,2,0.6557377049180327,303,2,0,0,0,Restaurantes,305,55,1,6,5,83,44,27,84
PR,7953,ASSIS CHATEAUBRIAND,4102000.0,38591.0,305,790.3397165142133,106,34.75409836065574,Microempresa,11,3.606557377049181,294,9,2,0,0,Lanchonetes,305,44,3,1,4,136,51,29,37
MG,4771,LIMA DUARTE,3138609.0,17847.0,305,1708.9706953549617,125,40.98360655737705,Microempresa,3,0.9836065573770493,302,3,0,0,0,Lanchonetes,305,34,0,7,6,113,53,20,72
BA,3377,BOM JESUS DA LAPA,2903904.0,68869.0,304,441.41776416094325,125,41.118421052631575,Microempresa,0,0.0,304,0,0,0,0,Lanchonetes,304,33,0,5,8,111,34,26,87
RJ,5811,BOM JESUS DO ITABAPOANA,3300605.0,37178.0,304,817.6878799289902,128,42.10526315789473,Microempresa,4,1.3157894736842104,300,3,1,0,0,Outros Food Service,304,62,0,6,5,70,77,36,48
MS,9043,BONITO,5002209.0,25294.0,303,1197.9125484304577,99,32.67326732673268,Microempresa,7,2.31023102310231,296,1,6,0,0,Lanchonetes,303,29,6,11,4,114,42,17,80
PE,2321,ARARIPINA,2601102.0,90873.0,303,333.4323726519428,143,47.194719471947195,Microempresa,3,0.9900990099009901,300,3,0,0,0,Restaurantes,303,30,0,9,5,83,39,35,102
RS,8849,SANTA VITORIA DO PALMAR,4317301.0,31965.0,303,947.9117785077428,133,43.89438943894389,Microempresa,2,0.6600660066006601,301,2,0,0,0,Lanchonetes,303,73,0,2,9,74,65,30,50
PA,561,TUCURUI,1508100.0,96004.0,303,315.6118495062706,146,48.18481848184818,Microempresa,25,8.25082508250825,278,23,2,0,0,Lanchonetes,303,36,1,20,1,81,54,29,81
PR,7675,MANDAGUACU,4114104.0,35253.0,302,856.664681020055,120,39.735099337748345,Microempresa,3,0.9933774834437087,299,1,2,0,0,Lanchonetes,302,57,1,3,7,91,62,40,41
CE,1567,TAUA,2313302.0,65035.0,301,462.82770815714616,135,44.85049833887043,Microempresa,4,1.3289036544850499,297,4,0,0,0,Lanchonetes,301,48,2,7,6,87,44,21,86
SC,8173,JAGUARUNA,4208807.0,21850.0,301,1377.574370709382,140,46.51162790697674,Microempresa,9,2.990033222591362,292,6,3,0,0,Lanchonetes,301,39,2,2,3,121,47,21,66
GO,9545,PIRES DO RIO,5217401.0,33974.0,300,883.0281980337905,138,46.0,Microempresa,5,1.6666666666666667,295,3,2,0,0,Lanchonetes,300,48,0,5,2,149,41,23,32
RS,8693,CHARQUEADAS,4305355.0,36110.0,299,828.0254777070063,111,37.12374581939799,Microempresa,19,6.354515050167224,280,10,9,0,0,Lanchonetes,299,60,8,11,8,73,60,35,44
GO,9581,SANTA HELENA DE GOIAS,5219308.0,39719.0,298,750.2706513255621,130,43.624161073825505,Microempresa,11,3.691275167785235,287,7,4,0,0,Lanchonetes,298,29,0,8,11,108,61,24,57
ES,5617,BARRA DE SAO FRANCISCO,3200904.0,45574.0,298,653.8815991574143,130,43.624161073825505,Microempresa,1,0.33557046979865773,297,1,0,0,0,Lanchonetes,298,50,0,8,15,88,50,35,52
PA,401,ABAETETUBA,1500107.0,173638.0,298,171.62141927458276,150,50.33557046979866,Microempresa,25,8.389261744966444,273,24,1,0,0,Restaurantes,298,43,4,13,9,57,56,21,95
GO,9599,SAO LUIS DE MONTES BELOS,5220108.0,35539.0,297,835.7016235684741,155,52.18855218855219,Microempresa,5,1.6835016835016834,292,2,3,0,0,Lanchonetes,297,41,0,5,9,119,37,29,57
SP,6273,CACHOEIRA PAULISTA,3508603.0,32579.0,297,911.6301912274779,112,37.71043771043771,Microempresa,7,2.356902356902357,290,4,3,0,0,Lanchonetes,297,56,3,4,7,76,70,27,54
MG,4211,CAMBUI,3110608.0,31252.0,296,947.1393830794829,115,38.85135135135135,Microempresa,10,3.3783783783783785,286,2,8,0,0,Lanchonetes,296,31,0,6,6,128,30,33,62
MG,4813,MATEUS LEME,3140704.0,41371.0,295,713.059872857799,142,48.13559322033898,Microempresa,12,4.067796610169491,283,2,10,0,0,Lanchonetes,295,45,0,14,8,97,53,27,51
PA,433,BRAGANCA,1501709.0,133268.0,295,221.3584656481676,150,50.847457627118644,Microempresa,19,6.440677966101695,276,15,4,0,0,Restaurantes,295,34,2,6,11,64,63,23,92
PR,7633,JAGUARIAIVA,4112009.0,36575.0,295,806.5618591934382,119,40.33898305084746,Microempresa,13,4.406779661016949,282,5,8,0,0,Lanchonetes,295,57,1,7,5,104,48,35,38
MT,1046,SAPEZAL,5107875.0,33520.0,295,880.0715990453461,147,49.83050847457628,Microempresa,8,2.711864406779661,287,6,2,0,0,Lanchonetes,295,64,0,3,10,91,60,22,45
RJ,5857,MIGUEL PEREIRA,3302908.0,28151.0,295,1047.9201449326845,127,43.050847457627114,Microempresa,13,4.406779661016949,282,12,1,0,0,Alimentação preparada,295,65,2,5,8,61,53,37,64
PR,7589,IBAITI,4109708.0,29465.0,293,994.4001357542847,121,41.29692832764505,Microempresa,4,1.3651877133105803,289,2,2,0,0,Lanchonetes,293,50,0,4,2,109,51,27,50
RS,8669,GARIBALDI,4308607.0,35563.0,292,821.0780867755814,124,42.465753424657535,Microempresa,35,11.986301369863012,257,23,12,0,0,Lanchonetes,292,45,2,18,5,84,24,43,71
RS,8777,PALMEIRA DAS MISSOES,4313706.0,34227.0,292,853.1276477634617,122,41.78082191780822,Microempresa,8,2.73972602739726,284,4,4,0,0,Lanchonetes,292,36,0,1,7,82,77,29,60
ES,5645,GUACUI,3202306.0,31528.0,291,922.9890890636893,100,34.36426116838488,Microempresa,5,1.718213058419244,286,5,0,0,0,Lanchonetes,291,73,2,3,4,85,54,30,40
PR,7657,LAPA,4113205.0,45877.0,290,632.1250299714454,109,37.58620689655172,Microempresa,19,6.551724137931035,271,18,1,0,0,Lanchonetes,290,44,0,6,0,93,70,18,59
PR,7791,PRUDENTOPOLIS,4120606.0,50988.0,290,568.761277163254,92,31.724137931034484,Microempresa,12,4.137931034482759,278,10,2,0,0,Lanchonetes,290,24,3,3,4,105,76,26,49
RS,8703,IGREJINHA,4310108.0,34777.0,290,833.884463869799,112,38.62068965517241,Microempresa,16,5.517241379310345,274,9,7,0,0,Outros Food Service,290,26,0,9,4,76,98,24,53
BA,3653,JAGUAQUARA,2917607.0,47519.0,289,608.1777815189713,106,36.67820069204152,Microempresa,5,1.7301038062283738,284,5,0,0,0,Outros Food Service,289,33,0,7,6,57,85,20,81
PA,429,BENEVIDES,1501501.0,69703.0,289,414.6163005896446,150,51.903114186851205,Microempresa,17,5.88235294117647,272,9,8,0,0,Restaurantes,289,45,3,21,8,44,67,23,78
SC,8111,GOVERNADOR CELSO RAMOS,4206009.0,18632.0,288,1545.72778016316,130,45.13888888888889,Microempresa,11,3.8194444444444446,277,9,2,0,0,Lanchonetes,288,51,1,9,5,81,53,18,70
MS,9065,COXIM,5003306.0,33488.0,288,860.0095556617296,125,43.40277777777778,Microempresa,4,1.3888888888888888,284,4,0,0,0,Outros Food Service,288,63,0,1,11,66,68,30,49
BA,3715,MARAU,2920700.0,25965.0,288,1109.1854419410745,144,50.0,Microempresa,9,3.125,279,6,3,0,0,Restaurantes,288,32,0,4,5,52,29,11,155
MG,4779,MACHADO,3139003.0,38788.0,287,739.9195627513665,132,45.99303135888502,Microempresa,5,1.7421602787456445,282,1,4,0,0,Lanchonetes,287,35,2,7,9,76,71,23,64
BA,3467,CONCEICAO DO COITE,2908408.0,71860.0,286,397.9961035346507,129,45.10489510489511,Microempresa,4,1.3986013986013985,282,4,0,0,0,Outros Food Service,286,29,0,14,12,49,79,31,72
PE,2337,BEZERROS,2601904.0,65190.0,286,438.71759472311703,138,48.25174825174825,Microempresa,9,3.146853146853147,277,6,3,0,0,Restaurantes,286,41,0,8,8,61,55,30,83
GO,9211,ALTO PARAISO DE GOIAS,5200605.0,11421.0,286,2504.159005341038,128,44.75524475524475,Microempresa,29,10.13986013986014,257,29,0,0,0,Restaurantes,286,27,1,4,3,97,26,11,117
SP,6259,BROTAS,3507902.0,24571.0,285,1159.903951813113,113,39.64912280701755,Microempresa,14,4.912280701754386,271,10,4,0,0,Outros Food Service,285,55,1,10,4,64,97,15,39
MG,4115,TRES MARIAS,3169356.0,30040.0,284,945.4061251664448,120,42.25352112676056,Microempresa,6,2.112676056338028,278,2,4,0,0,Restaurantes,284,48,1,16,2,74,39,23,81
RO,15,JARU,1100114.0,55774.0,283,507.4048839961273,131,46.28975265017668,Microempresa,24,8.480565371024735,259,20,4,0,0,Lanchonetes,283,31,3,2,2,94,37,27,87
SC,8127,GUARAMIRIM,4206504.0,52093.0,283,543.2591710978443,150,53.003533568904594,Microempresa,23,8.12720848056537,260,19,4,0,0,Lanchonetes,283,38,1,17,11,101,37,34,44
RS,8629,DOM PEDRITO,4306601.0,38080.0,281,737.9201680672269,107,38.07829181494662,Microempresa,4,1.4234875444839856,277,4,0,0,0,Outros Food Service,281,71,0,5,7,51,90,30,27
CE,1351,CAMOCIM,2302602.0,65459.0,281,429.2763409156877,121,43.06049822064057,Microempresa,5,1.7793594306049825,276,2,3,0,0,Restaurantes,281,30,0,11,8,76,36,26,94
SC,8069,CAMPOS NOVOS,4203600.0,39429.0,281,712.6734129701489,123,43.77224199288256,Microempresa,7,2.491103202846975,274,2,5,0,0,Lanchonetes,281,71,1,9,10,83,31,21,55
SC,8267,PORTO UNIAO,4213609.0,33657.0,281,834.8931871527469,107,38.07829181494662,Microempresa,16,5.6939501779359425,265,14,2,0,0,Lanchonetes,281,46,2,11,5,76,50,33,58
RJ,5829,CORDEIRO,3301504.0,21422.0,280,1307.0675007002149,107,38.21428571428571,Microempresa,5,1.7857142857142856,275,5,0,0,0,Lanchonetes,280,53,3,3,16,78,53,41,33
RO,11,PIMENTA BUENO,1100189.0,39377.0,280,711.0749930162277,158,56.42857142857143,Microempresa,2,0.7142857142857143,278,2,0,0,0,Lanchonetes,280,37,0,5,6,95,44,24,69
GO,9379,GOIATUBA,5209101.0,37187.0,280,752.9513001855487,156,55.714285714285715,Microempresa,6,2.142857142857143,274,4,2,0,0,Lanchonetes,280,40,0,8,6,73,48,34,71
SP,6133,AMERICO BRASILIENSE,3501707.0,33663.0,280,831.7737575379496,140,50.0,Microempresa,8,2.857142857142857,272,7,1,0,0,Lanchonetes,280,67,1,5,8,74,53,40,32
RJ,782,SAO FRANCISCO DE ITABAPOANA,3304755.0,47411.0,279,588.4710299297632,104,37.27598566308244,Microempresa,2,0.7168458781362007,277,1,1,0,0,Lanchonetes,279,47,0,3,5,73,69,22,60
SP,6933,PROMISSAO,3541604.0,35957.0,278,773.1457018104959,112,40.28776978417266,Microempresa,3,1.079136690647482,275,0,3,0,0,Lanchonetes,278,62,1,8,18,98,39,30,22
PR,7541,DOIS VIZINHOS,4107207.0,48127.0,277,575.5604961871715,115,41.51624548736462,Microempresa,7,2.527075812274368,270,2,5,0,0,Lanchonetes,277,42,0,1,11,93,36,26,68
MS,9143,RIO BRILHANTE,5007208.0,40880.0,277,677.5929549902153,134,48.375451263537904,Microempresa,13,4.693140794223827,264,8,5,0,0,Lanchonetes,277,48,5,9,14,100,35,13,53
RJ,5895,SAO FIDELIS,3304805.0,41220.0,277,672.0038816108686,114,41.15523465703971,Microempresa,0,0.0,277,0,0,0,0,Lanchonetes,277,61,2,0,7,93,42,19,53
SP,6375,DESCALVADO,3513702.0,32685.0,277,847.4835551476212,111,40.07220216606498,Microempresa,18,6.4981949458483745,259,8,10,0,0,Alimentação preparada,277,98,1,16,8,57,44,24,29
RS,8781,PANAMBI,4313904.0,45103.0,276,611.9326874043855,91,32.971014492753625,Microempresa,27,9.782608695652174,249,22,5,0,0,Lanchonetes,276,50,1,9,4,112,24,18,58
BA,3963,VERA CRUZ,2933208.0,45386.0,275,605.913717886573,129,46.909090909090914,Microempresa,4,1.4545454545454546,271,1,3,0,0,Restaurantes,275,57,0,10,7,42,53,29,77
SP,6793,OSVALDO CRUZ,3534609.0,32123.0,275,856.0844254895247,96,34.909090909090914,Microempresa,7,2.5454545454545454,268,5,2,0,0,Lanchonetes,275,45,2,4,7,95,74,18,30
BA,3761,NOVA VICOSA,2923001.0,41699.0,274,657.0900980838869,99,36.13138686131387,Microempresa,9,3.2846715328467155,265,9,0,0,0,Restaurantes,274,36,1,2,13,59,57,16,90
SP,6873,PIRACAIA,3538600.0,26823.0,274,1021.5113894791783,118,43.06569343065693,Microempresa,2,0.7299270072992701,272,2,0,0,0,Lanchonetes,274,49,3,3,9,80,65,36,29
MT,131,CONFRESA,5103353.0,39368.0,274,695.9967486283276,130,47.44525547445255,Microempresa,19,6.934306569343065,255,10,9,0,0,Restaurantes,274,36,0,6,5,72,47,19,89
SP,2943,ILHA SOLTEIRA,3520442.0,26272.0,273,1039.1291108404384,115,42.124542124542124,Microempresa,2,0.7326007326007326,271,1,1,0,0,Lanchonetes,273,56,7,3,5,105,30,20,47
SP,6487,IBATE,3519303.0,33204.0,273,822.190097578605,127,46.52014652014652,Microempresa,6,2.197802197802198,267,4,2,0,0,Lanchonetes,273,46,0,6,5,81,73,20,42
SC,8295,RIO NEGRINHO,4215000.0,40096.0,272,678.3719074221868,115,42.279411764705884,Microempresa,22,8.088235294117647,250,11,11,0,0,Lanchonetes,272,55,0,15,5,75,47,24,51
RS,8881,SAO LUIZ GONZAGA,4318903.0,35865.0,272,758.3995538826154,131,48.161764705882355,Microempresa,4,1.4705882352941175,268,4,0,0,0,Outros Food Service,272,59,1,1,7,59,73,31,41
SP,6317,CASA BRANCA,3510807.0,28773.0,272,945.3306919681646,104,38.23529411764706,Microempresa,10,3.6764705882352944,262,10,0,0,0,Lanchonetes,272,48,2,6,9,82,71,16,38
ES,5691,SANTA TERESA,3204609.0,23977.0,271,1130.249822746799,101,37.269372693726936,Microempresa,22,8.118081180811808,249,21,1,0,0,Lanchonetes,271,34,1,6,4,88,53,29,56
PA,633,NOVO PROGRESSO,1505031.0,37570.0,270,718.6585041256321,122,45.18518518518518,Microempresa,11,4.074074074074074,259,10,1,0,0,Restaurantes,270,23,0,5,5,82,38,27,90
PR,7795,QUATRO BARRAS,4120804.0,25663.0,269,1048.201691150684,122,45.353159851301115,Microempresa,22,8.178438661710038,247,11,11,0,0,Lanchonetes,269,46,0,14,4,76,47,26,56
MG,5441,VISCONDE DO RIO BRANCO,3172004.0,40809.0,269,659.1683207135682,103,38.28996282527881,Microempresa,7,2.6022304832713754,262,7,0,0,0,Lanchonetes,269,50,0,9,10,81,52,27,40
PR,7677,MANDAGUARI,4114203.0,38564.0,269,697.5417487812467,127,47.21189591078067,Microempresa,8,2.973977695167286,261,5,3,0,0,Lanchonetes,269,47,0,10,5,82,51,40,34
MG,5139,SALINAS,3157005.0,41826.0,268,640.7497728685506,109,40.67164179104478,Microempresa,5,1.8656716417910446,263,2,3,0,0,Lanchonetes,268,39,1,12,11,94,32,28,51
ES,5693,SAO GABRIEL DA PALHA,3204708.0,34313.0,268,781.0450849532248,112,41.7910447761194,Microempresa,10,3.731343283582089,258,9,1,0,0,Lanchonetes,268,50,1,3,10,81,61,33,29
AL,2745,CORURIPE,2702306.0,51783.0,268,517.5443678427283,120,44.776119402985074,Microempresa,4,1.4925373134328357,264,4,0,0,0,Restaurantes,268,34,0,14,2,73,51,19,75
RJ,778,PINHEIRAL,3303955.0,25102.0,268,1067.6440124292885,112,41.7910447761194,Microempresa,3,1.1194029850746268,265,3,0,0,0,Lanchonetes,268,56,1,5,5,66,66,30,39
MG,4911,OLIVEIRA,3145604.0,40599.0,266,655.1885514421538,103,38.721804511278194,Microempresa,20,7.518796992481203,246,16,4,0,0,Lanchonetes,266,49,0,9,5,75,48,37,43
PR,7571,GUAIRA,4108809.0,33145.0,266,802.5343189017951,97,36.46616541353384,Microempresa,11,4.135338345864661,255,11,0,0,0,Lanchonetes,266,38,7,3,9,85,49,25,50
RN,1603,ASSU,2400208.0,59278.0,266,448.7330881608691,116,43.609022556390975,Microempresa,11,4.135338345864661,255,7,4,0,0,Restaurantes,266,55,1,7,12,48,47,23,73
MG,2691,JUATUBA,3136652.0,33730.0,266,788.6154758375334,119,44.73684210526316,Microempresa,12,4.511278195488721,254,4,8,0,0,Lanchonetes,266,35,0,12,9,63,54,30,63
SP,6945,RANCHARIA,3542206.0,29381.0,265,901.9434328307409,97,36.60377358490566,Microempresa,5,1.8867924528301887,260,3,2,0,0,Lanchonetes,265,36,1,3,5,110,62,17,31
MT,9887,GUARANTA DO NORTE,5104104.0,31092.0,265,852.3092756979288,132,49.81132075471698,Microempresa,14,5.283018867924529,251,13,1,0,0,Lanchonetes,265,41,0,1,5,79,52,19,68
MA,957,SANTA INES,2109908.0,88320.0,265,300.04528985507244,112,42.26415094339623,Microempresa,12,4.528301886792453,253,6,6,0,0,Restaurantes,265,12,2,12,3,70,30,18,118
TO,9311,COLINAS DO TOCANTINS,1705508.0,36451.0,265,727.0033743930207,122,46.0377358490566,Microempresa,9,3.3962264150943398,256,6,3,0,0,Lanchonetes,265,25,1,11,5,80,51,16,76
CE,1505,PARACURU,2310209.0,42317.0,264,623.8627501949571,112,42.42424242424242,Microempresa,4,1.5151515151515151,260,0,4,0,0,Restaurantes,264,18,0,6,16,56,56,19,93
SC,8093,CURITIBANOS,4204806.0,41964.0,263,626.7276713373368,119,45.247148288973385,Microempresa,14,5.323193916349809,249,10,4,0,0,Lanchonetes,263,46,0,7,4,94,39,21,52
RO,17,OURO PRETO DO OESTE,1100155.0,38686.0,263,679.8324975443313,110,41.825095057034225,Microempresa,13,4.942965779467681,250,13,0,0,0,Lanchonetes,263,21,0,2,5,91,61,14,69
GO,9399,IPORA,5210208.0,37575.0,263,699.9334664005322,119,45.247148288973385,Microempresa,8,3.041825095057034,255,6,2,0,0,Lanchonetes,263,37,3,4,1,82,54,18,64
BA,3469,CONCEICAO DO JACUIPE,2908507.0,37816.0,263,695.4728157393696,108,41.06463878326996,Microempresa,9,3.4220532319391634,254,8,1,0,0,Outros Food Service,263,38,2,10,12,42,74,27,58
PR,7515,COLORADO,4105904.0,23347.0,262,1122.1998543710113,104,39.69465648854962,Microempresa,4,1.5267175572519083,258,2,2,0,0,Lanchonetes,262,49,0,2,8,101,46,34,22
BA,3871,SANTO AMARO,2928604.0,58384.0,262,448.7530830364484,88,33.587786259541986,Microempresa,8,3.0534351145038165,254,5,3,0,0,Restaurantes,262,48,1,14,10,47,47,25,70
MS,9055,CAARAPO,5002407.0,33074.0,262,792.1630283606459,134,51.14503816793893,Microempresa,11,4.198473282442748,251,7,4,0,0,Lanchonetes,262,40,2,7,13,90,55,15,40
SP,6983,RIO GRANDE DA SERRA,3544103.0,45331.0,261,575.764929077232,141,54.02298850574713,Microempresa,1,0.38314176245210724,260,1,0,0,0,Lanchonetes,261,57,2,12,3,67,46,35,39
SC,8349,SOMBRIO,4217709.0,32040.0,261,814.6067415730337,137,52.490421455938694,Microempresa,7,2.681992337164751,254,7,0,0,0,Lanchonetes,261,46,2,4,6,96,33,29,45
GO,9555,PORANGATU,5218003.0,45620.0,261,572.1174923279264,131,50.191570881226056,Microempresa,14,5.363984674329502,247,11,3,0,0,Lanchonetes,261,27,2,9,9,84,37,22,71
RJ,780,PORTO REAL,3304110.0,21101.0,259,1227.429979621819,124,47.87644787644788,Microempresa,15,5.7915057915057915,244,10,5,0,0,Lanchonetes,259,27,0,13,7,78,50,29,55
RS,8667,FREDERICO WESTPHALEN,4308508.0,33726.0,259,767.953507679535,92,35.521235521235525,Microempresa,17,6.563706563706563,242,11,6,0,0,Lanchonetes,259,45,0,8,6,75,25,30,70
SP,3067,ARACARIGUAMA,3502754.0,22448.0,259,1153.777619387028,112,43.24324324324324,Microempresa,24,9.266409266409266,235,10,14,0,0,Lanchonetes,259,41,0,25,15,67,20,30,61
PE,558,TAMANDARE,2614857.0,24796.0,258,1040.49040167769,113,43.798449612403104,Microempresa,18,6.976744186046512,240,14,4,0,0,Restaurantes,258,16,0,8,8,64,35,10,117
